,City,Lat,Long,Country,Max Temp,Humidity,Cloud Cover %,Wind Speed,Dates
356,Pilane,-24.45,26.1333,BW,75.76,78,64,6.53,1643405599
357,Kovdor,67.5662,30.4758,RU,10.94,96,100,3.71,1643405599
358,Kungurtug,50.5994,97.5228,RU,-23.13,99,95,1.39,1643405599
359,Paraíso,9.8383,-83.8656,CR,76.06,89,86,3.31,1643405600
360,Periyapatti,10.75,77.2667,IN,74.41,85,41,5.26,1643405600
361,Marigot,18.0667,-63.0833,MF,80.38,63,40,12.66,1643405600
362,Jinchang,38.4953,102.1739,CN,21.31,32,3,1.59,1643405601
363,Teya,60.3778,92.6267,RU,-1.08,99,100,3.6,1643405537
364,Miandrivazo,-19.5167,45.4667,MG,78.4,79,9,3.31,1643405601
365,Orocué,4.7912,-71.3354,CO,95.58,23,90,10.29,1643405601
366,‘Āhuimanu,21.4447,-157.8378,US,78.78,70,40,3.0,1643405134
367,Safi,32.2994,-9.2372,MA,60.17,66,63,3.24,1643405602
368,Hinton,53.4001,-117.5857,CA,39.24,72,100,7.76,1643405441
369,Saltpond,5.2091,-1.0606,GH,79.59,82,87,5.61,1643405602
370,Cabedelo,-6.9811,-34.8339,BR,81.27,72,64,11.36,1643405662
371,Faya,18.3851,42.4509,SA,51.91,87,88,4.21,1643405663
372,Mmabatho,-25.85,25.6333,ZA,67.96,77,48,17.27,1643405663
373,Honningsvåg,70.9821,25.9704,NO,24.55,74,40,2.3,1643405427
374,Ituberá,-13.7322,-39.1492,BR,76.33,86,9,4.12,1643405663
375,Manado,1.487,124.8455,ID,75.97,94,20,2.3,1643405664
376,Nicolás Bravo,18.45,-88.9167,MX,85.08,63,62,2.98,1643405664
377,Chamba,32.5667,76.1333,IN,48.15,48,0,8.01,1643405609
378,Ayr,55.4627,-4.6339,GB,52.32,87,100,16.11,1643405664
379,Praia da Vitória,38.7333,-27.0667,PT,59.25,82,40,12.06,1643405408
380,Kawalu,-7.3817,108.2082,ID,72.32,94,99,1.99,1643405665
381,Toyooka,35.5333,134.8333,JP,41.11,97,99,2.75,1643405665
382,Kedrovyy,56.1667,91.8167,RU,-14.39,99,100,3.15,1643405665
383,Bouloupari,-21.8667,166.05,NC,79.95,79,100,3.94,1643405666
384,Doha,25.2867,51.5333,QA,60.78,59,0,10.36,1643405200
385,Tagusao,9.1924,117.8141,PH,78.01,80,77,3.74,1643405666
386,Chardara,41.2547,67.9692,KZ,43.81,64,95,17.6,1643405666
387,Airai,-8.9266,125.4092,TL,60.42,92,100,2.82,1643405650
388,Hambantota,6.1241,81.1185,LK,71.94,100,0,3.44,1643405667
389,Yichun,47.7,128.9,CN,-3.55,95,100,4.72,1643405667
390,São Leopoldo,-29.7603,-51.1472,BR,76.68,63,100,8.01,1643405543
391,Birjand,32.8663,59.2211,IR,32.47,37,0,0.0,1643405668
392,Carberry,49.8689,-99.3602,CA,10.63,93,100,4.27,1643405668
393,Leer,8.3018,30.1418,SS,76.17,23,0,8.43,1643405668
394,Béthune,50.5333,2.6333,FR,46.74,95,100,12.28,1643405669
395,Nova Olinda do Norte,-3.8881,-59.0942,BR,76.95,92,99,1.59,1643405669
396,Husavik,66.0449,-17.3389,IS,24.71,92,92,36.69,1643405669
397,Jaisinghnagar,23.7,81.3833,IN,48.18,49,0,0.76,1643405669
398,Te Anau,-45.4167,167.7167,NZ,62.56,56,58,6.64,1643405670
399,Rawa Mazowiecka,51.7644,20.2549,PL,34.7,80,37,16.55,1643405670
400,Killybegs,54.6333,-8.45,IE,51.46,91,72,22.3,1643405670
401,Ust'-Omchug,61.15,149.6333,RU,-0.85,98,100,9.51,1643405671
402,Tungor,53.3808,142.9564,RU,-19.25,94,7,8.88,1643405671
403,Margate,51.3813,1.3862,GB,47.97,83,99,4.0,1643405671
404,Sitka,57.0531,-135.33,US,44.49,81,100,5.75,1643405672
405,Port Lincoln,-34.7333,135.8667,AU,66.87,75,86,15.23,1643405672
406,İskele,39.484,26.9278,TR,42.82,81,0,3.44,1643405672
407,Sørland,67.667,12.6934,NO,24.87,61,100,18.95,1643404919
408,Santa Marta,11.2408,-74.199,CO,91.45,62,20,5.99,1643405411
409,Yeppoon,-23.1333,150.7333,AU,74.98,79,80,13.8,1643405673
410,Goderich,43.7501,-81.7165,CA,10.9,61,53,9.22,1643405673
411,Rawlins,41.7911,-107.2387,US,34.02,31,0,14.97,1643405674
412,Natal'insk,56.4739,57.8698,RU,4.73,97,99,2.35,1643405674
413,Narrabri,-30.3167,149.7833,AU,76.51,65,2,1.01,1643405674
414,Muros,42.7762,-9.0603,ES,48.83,73,0,8.1,1643405675
415,Itakyry,-24.9333,-55.2167,PY,84.42,67,78,5.55,1643405735
416,Plettenberg Bay,-34.0527,23.3716,ZA,63.3,79,35,2.53,1643405735
417,Hays,30.0502,-98.0336,US,59.09,35,0,5.99,1643405456
418,Stabat,3.761,98.4513,ID,78.26,95,89,1.63,1643405736
419,Kirakira,-10.4544,161.9205,SB,80.62,85,97,7.23,1643405736
420,Iwaki,37.05,140.8833,JP,35.02,55,56,1.01,1643405736
421,Tezu,27.9167,96.1667,IN,50.05,53,0,4.54,1643405737
422,Labuhan,-6.8844,112.2051,ID,78.21,84,100,6.4,1643405737
423,Mbandaka,0.0487,18.2603,CD,78.4,39,32,1.16,1643405737
424,Ol'ga,43.7444,135.2892,RU,8.8,57,13,11.36,1643405738
425,Deer Lake,49.1667,-57.4316,CA,26.46,68,100,5.75,1643405738
426,Smolenskaya Oblast’,55.0,33.0,RU,29.41,99,100,3.87,1643405739
427,Inhambane,-23.865,35.3833,MZ,75.96,81,5,6.04,1643405739
428,Camacha,33.0833,-16.3333,PT,57.96,77,40,14.97,1643405739
429,Erbil,36.1926,44.0106,IQ,39.02,81,20,3.44,1643405543
430,Nikolskoye,59.7035,30.7861,RU,24.69,96,100,6.31,1643405740
431,Hastings,50.8552,0.5729,GB,48.29,80,100,17.34,1643405740
432,Uglovoye,44.8215,33.6045,UA,38.57,79,100,13.24,1643405740
433,Mariehamn,60.0973,19.9348,AX,22.86,93,0,3.44,1643405741
434,Isabela,6.7085,121.9711,PH,75.25,88,81,4.7,1643405741
435,Plácido de Castro,-10.3353,-67.1856,BR,79.25,85,91,2.77,1643405742
436,Tura,25.5198,90.2201,IN,49.68,54,0,3.4,1643405530
437,Mount Gambier,-37.8333,140.7667,AU,62.51,94,100,12.66,1643405742
438,College,64.8569,-147.8028,US,4.95,56,75,11.5,1643405624
439,Kiryat Gat,31.61,34.7642,IL,49.41,100,63,6.82,1643405522
440,Monteagudo,-19.8167,-63.9833,BO,78.58,76,77,4.81,1643405742
441,San Andrés,12.5847,-81.7006,CO,82.42,69,40,10.36,1643405743
442,Sabang,5.8933,95.3214,ID,81.93,77,43,6.42,1643405743
443,Sinnamary,5.3833,-52.95,GF,75.69,87,39,9.1,1643405743
444,Dingle,10.9995,122.6711,PH,74.55,90,34,4.27,1643405744
445,Nuuk,64.1835,-51.7216,GL,23.61,93,100,12.66,1643405744
446,Obo,5.3998,26.4869,CF,74.7,20,3,8.57,1643405744
447,Bilma,18.6853,12.9164,NE,59.88,18,0,8.77,1643405745
448,Port Hedland,-20.3167,118.5667,AU,80.65,74,92,8.05,1643405491
449,San Matías,-16.3667,-58.4,BO,78.01,89,87,3.15,1643405745
450,Ustrzyki Dolne,49.4304,22.5938,PL,32.09,100,100,11.23,1643405745
451,Kasama,-10.2129,31.1808,ZM,62.58,91,100,2.04,1643405746
452,Ōdachō-ōda,35.1833,132.5,JP,38.17,58,100,9.4,1643405746
453,Colares,38.7992,-9.4469,PT,58.28,47,0,5.01,1643405746
454,Andra,62.5147,65.8878,RU,-14.1,100,82,3.89,1643405746
455,Sudak,44.85,34.9667,UA,40.66,91,99,21.47,1643405747
456,Smithers,54.7804,-127.1743,CA,25.12,74,100,4.61,1643405710
457,Narsaq,60.9167,-46.05,GL,19.62,86,100,8.48,1643405207
458,San Ciro de Acosta,21.6333,-99.8167,MX,58.51,89,100,10.76,1643405747
459,Cap Malheureux,-19.9842,57.6142,MU,79.29,80,3,3.0,1643405747
460,Valparaíso,-33.0393,-71.6273,CL,73.63,54,0,11.5,1643405808
461,Pacific Grove,36.6177,-121.9166,US,71.71,28,0,1.99,1643405808
462,Alterosa,-21.2492,-46.1431,BR,68.95,86,93,3.96,1643405809
463,Awjilah,29.1081,21.2869,LY,53.17,67,21,7.07,1643405809
464,Zhangye,38.9342,100.4517,CN,19.51,35,0,2.95,1643405809
465,Trenggalek,-8.05,111.7167,ID,74.86,90,99,2.39,1643405809
466,Qui Nhon,13.7667,109.2333,VN,70.09,89,59,6.64,1643405810
467,Trat,12.5,102.5,TH,82.98,95,100,1.1,1643405810
468,Davidson,36.1501,-86.7833,US,39.31,63,100,7.0,1643405677
469,Kakching,24.4833,93.9833,IN,40.55,94,1,0.98,1643405810
470,Hvolsvollur,63.7533,-20.2243,IS,24.82,78,100,4.18,1643405811
471,Lufilufi,-13.8745,-171.5986,WS,85.78,75,38,20.31,1643405811
472,Coos Bay,43.3665,-124.2179,US,60.15,54,0,5.75,1643405811
473,Quelimane,-17.8786,36.8883,MZ,80.55,83,20,6.91,1643405812
474,São Raimundo das Mangabeiras,-7.0219,-45.4811,BR,73.04,92,84,5.14,1643405812
475,Diu,20.7141,70.9822,IN,64.69,35,2,8.12,1643405812
476,Indramayu,-6.3264,108.32,ID,78.96,84,100,5.55,1643405813
477,Mayumba,-3.432,10.6554,GA,76.46,89,65,2.04,1643405813
478,Necochea,-38.5473,-58.7368,AR,80.04,61,0,12.66,1643405813
479,Arman',59.7,150.1667,RU,8.38,77,100,14.81,1643405813
480,Nanortalik,60.1432,-45.2371,GL,25.43,84,100,7.74,1643405814
481,Bantogon,6.5333,124.0333,PH,77.05,83,96,3.27,1643405814
482,Kangaatsiaq,68.3065,-53.4641,GL,18.93,61,100,20.83,1643405814
483,Teocuitatlán de Corona,20.1167,-103.4,MX,84.33,22,97,3.71,1643405815
484,Skibbereen,51.55,-9.2667,IE,51.6,95,100,19.44,1643405815
485,Bagé,-31.3314,-54.1069,BR,76.78,50,0,11.5,1643405815
486,Eureka,40.8021,-124.1637,US,66.13,59,100,1.99,1643405520
487,Marzuq,14.4,46.4667,YE,61.99,34,28,3.69,1643405816
488,Copiapó,-27.3667,-70.3333,CL,65.89,45,0,7.83,1643405816
489,Kahului,20.8947,-156.47,US,83.46,62,40,8.05,1643405583
490,Vanimo,-2.6741,141.3028,PG,77.27,89,95,4.25,1643405816
491,Kalmunai,7.4167,81.8167,LK,74.79,90,26,6.55,1643405817
492,Praia,14.9215,-23.5087,CV,70.34,64,75,17.27,1643405817
493,Khani,41.9563,42.9566,GE,22.57,81,24,7.18,1643405817
494,Taman',45.2117,36.7161,RU,41.32,71,100,29.95,1643405817
495,Sabzawār,36.2126,57.6819,IR,36.68,59,1,5.03,1643405818
496,Cherskiy,68.75,161.3,RU,-11.42,93,100,1.86,1643405625
497,Caravelas,-17.7125,-39.2481,BR,78.13,79,5,8.5,1643405818
498,Semnan,35.5729,53.3971,IR,34.86,59,0,2.73,1643405818
499,Ankang,32.68,109.0172,CN,34.11,90,100,2.01,1643405819
500,Balabac,7.9868,117.0645,PH,78.89,83,100,3.33,1643405819
501,Yumen,40.2833,97.2,CN,18.84,42,1,4.63,1643405819
502,Belmonte,-15.8631,-38.8828,BR,82.9,82,43,8.37,1643405820
503,Avera,33.194,-82.5271,US,51.75,52,100,9.93,1643405820
504,Roald,62.5833,6.1333,NO,44.65,75,75,21.85,1643405820
505,Oussouye,12.485,-16.5469,SN,78.98,68,62,10.65,1643405820
506,Ust'-Tarka,55.5672,75.705,RU,2.91,96,94,4.14,1643405821
507,Rantepao,-2.9701,119.8978,ID,66.29,95,100,2.48,1643405821
508,Huarmey,-10.0681,-78.1522,PE,72.19,79,100,8.95,1643405881
509,Kanbe,16.7053,96.0017,MM,73.45,74,81,8.19,1643405882
510,Nandu,22.8525,110.8233,CN,58.69,71,100,4.65,1643405882
511,Kutum,14.2,24.6667,SD,52.88,17,4,11.03,1643405882
512,Lichinga,-13.3128,35.2406,MZ,64.49,100,100,4.61,1643405883
513,Berbérati,4.2612,15.7922,CF,73.45,25,10,4.59,1643405883
514,Koson,39.0375,65.585,UZ,37.72,68,93,9.62,1643405883
515,Maţāy,28.419,30.7792,EG,49.14,54,1,6.38,1643405884
516,Kimbe,-5.5502,150.1429,PG,79.23,87,85,1.88,1643405884
517,Sand,50.0,10.6,DE,38.61,87,100,5.3,1643405884
518,Javānrūd,34.7961,46.5172,IR,22.64,90,45,2.21,1643405885
519,Seoul,37.5683,126.9778,KR,22.44,66,0,1.14,1643405848
520,Shingū,33.7333,135.9833,JP,37.92,78,100,5.84,1643405885
521,Tiksi,71.6872,128.8694,RU,-5.4,99,99,7.61,1643405885
522,Haines Junction,60.7522,-137.5108,CA,24.75,74,100,4.61,1643405885
523,Beloha,-25.1667,45.05,MG,70.14,92,0,8.16,1643405829
524,Ribeira Brava,32.65,-17.0667,PT,62.71,64,67,8.32,1643405886
525,Luau,-10.7073,22.2247,AO,64.92,89,100,2.84,1643405886
526,Harare,-17.8294,31.0539,ZW,64.81,91,100,3.13,1643405886
527,Jérémie,18.65,-74.1167,HT,78.24,77,60,7.47,1643405887
528,Marystown,47.1666,-55.1483,CA,30.85,100,100,10.45,1643405887
529,Santa Fe,-31.6333,-60.7,AR,83.98,40,0,1.99,1643405539
530,Tayu,-6.5397,111.0518,ID,76.89,88,100,6.13,1643405887
531,Launceston,-41.45,147.1667,AU,68.61,81,100,4.0,1643405888
532,Waddān,29.1614,16.139,LY,46.99,60,1,4.07,1643405888
533,Los Llanos de Aridane,28.6585,-17.9182,ES,56.95,59,0,11.5,1643405889
534,Tabira,-7.5908,-37.5394,BR,73.63,74,100,5.57,1643405889
535,Hailar,49.2,119.7,CN,-14.96,92,51,6.69,1643405889
536,Vila do Maio,15.1333,-23.2167,CV,70.59,71,100,16.51,1643405890
537,Bañón,40.8382,-1.1909,ES,38.46,60,0,2.3,1643405890
538,Bar Harbor,44.3876,-68.2039,US,31.26,58,100,1.01,1643405890
539,Novobelokatay,55.7062,58.9549,RU,6.85,97,100,3.74,1643405891
540,Kadapa,14.4667,78.8167,IN,65.66,91,22,3.4,1643405891
541,Tokonou,9.65,-9.7833,GN,77.31,18,17,2.01,1643405891
542,Kūhdasht,33.535,47.6061,IR,27.91,54,32,1.54,1643405892
543,Yangjiang,21.85,111.9667,CN,62.47,94,14,3.98,1643405892
544,Sambava,-14.2667,50.1667,MG,74.41,87,38,8.46,1643405892
545,Mana,5.6592,-53.7767,GF,76.93,78,38,8.39,1643405893
546,Ulaangom,49.9811,92.0667,MN,-21.95,88,89,3.22,1643405893
547,Arapongas,-23.4194,-51.4244,BR,75.87,97,100,4.32,1643405893
548,Starachowice,51.0374,21.0713,PL,34.41,83,76,15.93,1643405894
549,Sorong,-0.8833,131.25,ID,80.83,81,100,11.48,1643405894
550,Neijiang,29.5835,105.0622,CN,40.01,87,100,2.98,1643405639
551,Belyy Yar,53.6039,91.3903,RU,-13.14,68,75,2.24,1643405812
552,Qinhuangdao,39.9317,119.5883,CN,21.81,39,2,4.03,1643405895
